pair_id,source_domain,lexical_tier,analysis_set,salience_design,primary_analysis,norming_status,coherence_relation,active,passive
flv_119,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> reviewed the anniversary dinner program as the scheduled evening tribute approached. <AGT> warmly toasted <PNT> at the anniversary dinner.,<PRE> and <CTL> reviewed the anniversary dinner program as the scheduled evening tribute approached. <PNT> was warmly toasted by <AGT> at the anniversary dinner.
flv_120,community_social,uncommon,salience_challenge,ctl_last_separate_predicates,no,not_normed,shared_preparation,"Before the cultural procession, <PRE> arranged a tray of fresh flowers at one assembly table, and <CTL> arranged a tray of fresh flowers at another assembly table. <AGT> ceremonially garlanded <PNT> before the cultural procession.","Before the cultural procession, <PRE> arranged a tray of fresh flowers at one assembly table, and <CTL> arranged a tray of fresh flowers at another assembly table. <PNT> was ceremonially garlanded by <AGT> before the cultural procession."
flv_121,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> gathered near the presentation area as the reception moved from dinner to its awards segment. <AGT> publicly honored <PNT> during the awards reception.,<PRE> and <CTL> gathered near the presentation area as the reception moved from dinner to its awards segment. <PNT> was publicly honored by <AGT> during the awards reception.
flv_122,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> attended the donation drive's closing meeting after volunteers finished sorting the final contributions. <AGT> praised <PNT> for organizing the donation drive.,<PRE> and <CTL> attended the donation drive's closing meeting after volunteers finished sorting the final contributions. <PNT> was praised by <AGT> for organizing the donation drive.
flv_123,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> arrived before the community supper as stacks of folding tables were delivered to the empty hall. <AGT> readily assisted <PNT> in setting up the folding tables.,<PRE> and <CTL> arrived before the community supper as stacks of folding tables were delivered to the empty hall. <PNT> was readily assisted by <AGT> in setting up the folding tables.
flv_124,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> approached the registration desk together after the workshop opened a limited set of additional places. <AGT> patiently guided <PNT> through the registration steps.,<PRE> and <CTL> approached the registration desk together after the workshop opened a limited set of additional places. <PNT> was patiently guided by <AGT> through the registration steps.
flv_125,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> compared the benefit concert's start time with the evening bus schedule before making travel plans. <AGT> gladly accompanied <PNT> to the benefit concert.,<PRE> and <CTL> compared the benefit concert's start time with the evening bus schedule before making travel plans. <PNT> was gladly accompanied by <AGT> to the benefit concert.
flv_126,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the opening routine together before the workshop's first full rehearsal. <AGT> patiently coached <PNT> through the opening routine.,<PRE> and <CTL> reviewed the opening routine together before the workshop's first full rehearsal. <PNT> was patiently coached by <AGT> through the opening routine.
flv_127,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> arrived separately for the same volunteer orientation near the check-in table. <AGT> greeted <PNT> before the volunteer orientation.,<PRE> and <CTL> arrived separately for the same volunteer orientation near the check-in table. <PNT> was greeted by <AGT> before the volunteer orientation.
flv_128,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> had planned to attend the same workshop when organizers unexpectedly shifted its start time. <AGT> promptly contacted <PNT> about the schedule change.,<PRE> and <CTL> had planned to attend the same workshop when organizers unexpectedly shifted its start time. <PNT> was promptly contacted by <AGT> about the schedule change.
flv_129,community_social,common,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_trigger,"As staff revised the session board nearby, <CTL> collected a workshop folder from one foyer table, and <PRE> collected a workshop folder from another foyer table. <AGT> notified <PNT> of the room change.","As staff revised the session board nearby, <CTL> collected a workshop folder from one foyer table, and <PRE> collected a workshop folder from another foyer table. <PNT> was notified by <AGT> of the room change."
flv_130,community_social,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> joined the neighborhood supper as organizers prepared to recognize contributions from the past year. <AGT> warmly feted <PNT> at the neighborhood supper.,<PRE> and <CTL> joined the neighborhood supper as organizers prepared to recognize contributions from the past year. <PNT> was warmly feted by <AGT> at the neighborhood supper.
flv_131,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> planned to travel together after roadwork forced organizers to revise the event route. <AGT> informed <PNT> about the updated route.,<PRE> and <CTL> planned to travel together after roadwork forced organizers to revise the event route. <PNT> was informed by <AGT> about the updated route.
flv_132,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> began the final community-center activity when a maintenance problem forced an unexpected early closure. <AGT> promptly alerted <PNT> to the early closure.,<PRE> and <CTL> began the final community-center activity when a maintenance problem forced an unexpected early closure. <PNT> was promptly alerted by <AGT> to the early closure.
flv_133,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> reviewed the donation drive's final records while the community newsletter prepared its volunteer acknowledgments. <AGT> prominently credited <PNT> in the community newsletter.,<PRE> and <CTL> reviewed the donation drive's final records while the community newsletter prepared its volunteer acknowledgments. <PNT> was prominently credited by <AGT> in the community newsletter.
flv_134,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> selected materials from the neighborhood showcase as editors planned the next monthly bulletin. <AGT> prominently featured <PNT> in the monthly bulletin.,<PRE> and <CTL> selected materials from the neighborhood showcase as editors planned the next monthly bulletin. <PNT> was prominently featured by <AGT> in the monthly bulletin.
flv_135,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> examined a box of newly donated community records before the archive began its oral-history update. <AGT> carefully profiled <PNT> for the neighborhood archive.,<PRE> and <CTL> examined a box of newly donated community records before the archive began its oral-history update. <PNT> was carefully profiled by <AGT> for the neighborhood archive.
flv_136,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> reviewed the event recording together while the neighborhood group prepared its written recap. <AGT> accurately quoted <PNT> in the event recap.,<PRE> and <CTL> reviewed the event recording together while the neighborhood group prepared its written recap. <PNT> was accurately quoted by <AGT> in the event recap.
flv_137,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> reviewed the ceremony program together as attendees settled for the opening remarks. <AGT> mentioned <PNT> during the opening remarks.,<PRE> and <CTL> reviewed the ceremony program together as attendees settled for the opening remarks. <PNT> was mentioned by <AGT> during the opening remarks.
flv_138,community_social,common,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_preparation,"<CTL> reviewed one section of the event program backstage, while <PRE> reviewed another section of the same program backstage. <AGT> introduced <PNT> during the opening remarks.","<CTL> reviewed one section of the event program backstage, while <PRE> reviewed another section of the same program backstage. <PNT> was introduced by <AGT> during the opening remarks."
flv_139,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> checked the workshop roster after the signup deadline passed with one place still unresolved. <AGT> called <PNT> after the signup deadline.,<PRE> and <CTL> checked the workshop roster after the signup deadline passed with one place still unresolved. <PNT> was called by <AGT> after the signup deadline.
flv_140,community_social,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> examined a community display of unusual travel photographs during the storytelling social. <AGT> regaled <PNT> with a travel anecdote.,<PRE> and <CTL> examined a community display of unusual travel photographs during the storytelling social. <PNT> was regaled by <AGT> with a travel anecdote.
flv_141,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> stopped beside the restored mural after organizers opened the finished artwork for public viewing. <AGT> photographed <PNT> beside the restored mural.,<PRE> and <CTL> stopped beside the restored mural after organizers opened the finished artwork for public viewing. <PNT> was photographed by <AGT> beside the restored mural.
flv_142,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> read the neighborhood garden tour announcement while discussing which weekend activities to attend. <AGT> personally invited <PNT> to the garden tour.,<PRE> and <CTL> read the neighborhood garden tour announcement while discussing which weekend activities to attend. <PNT> was personally invited by <AGT> to the garden tour.
flv_143,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> joined the donation team's closing check after the last boxes had been sorted. <AGT> thanked <PNT> for sorting the donations.,<PRE> and <CTL> joined the donation team's closing check after the last boxes had been sorted. <PNT> was thanked by <AGT> for sorting the donations.
flv_144,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the evening program together before a community reading scheduled near the close. <AGT> warmly applauded <PNT> after the reading.,<PRE> and <CTL> reviewed the evening program together before a community reading scheduled near the close. <PNT> was warmly applauded by <AGT> after the reading.
flv_145,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> checked the recital's opening sequence together as musicians and guests took their places. <AGT> formally introduced <PNT> before the music recital.,<PRE> and <CTL> checked the recital's opening sequence together as musicians and guests took their places. <PNT> was formally introduced by <AGT> before the music recital.
flv_146,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> attended the training course's final gathering as completion certificates were prepared for distribution. <AGT> congratulated <PNT> on finishing the training course.,<PRE> and <CTL> attended the training course's final gathering as completion certificates were prepared for distribution. <PNT> was congratulated by <AGT> on finishing the training course.
flv_147,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> had arranged to meet at the community breakfast as its doors opened for the morning. <AGT> warmly welcomed <PNT> upon arrival at the community breakfast.,<PRE> and <CTL> had arranged to meet at the community breakfast as its doors opened for the morning. <PNT> was warmly welcomed by <AGT> upon arrival at the community breakfast.
flv_148,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> reviewed the local history project's list of unanswered questions beside the archive's new photograph collection. <AGT> interviewed <PNT> for the local history project.,<PRE> and <CTL> reviewed the local history project's list of unanswered questions beside the archive's new photograph collection. <PNT> was interviewed by <AGT> for the local history project.
flv_149,community_social,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> completed the same cleanup shift in separate areas at opposite ends of the park. <AGT> cheerfully greeted <PNT> after the cleanup shift.,<PRE> and <CTL> completed the same cleanup shift in separate areas at opposite ends of the park. <PNT> was cheerfully greeted by <AGT> after the cleanup shift.
flv_150,community_social,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> compared the charity auction's evening schedule with a notice that parking near the venue would be closed. <AGT> safely chauffeured <PNT> to the charity auction.,<PRE> and <CTL> compared the charity auction's evening schedule with a notice that parking near the venue would be closed. <PNT> was safely chauffeured by <AGT> to the charity auction.
flv_151,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> were assigned alternating host and attendee turns for the opening session's first pairing exercise. <AGT> warmly welcomed <PNT> at the opening session.,<PRE> and <CTL> were assigned alternating host and attendee turns for the opening session's first pairing exercise. <PNT> was warmly welcomed by <AGT> at the opening session.
flv_152,learning_workshops,common,salience_challenge,ctl_last_separate_predicates,no,not_normed,shared_preparation,"<PRE> checked one copy of the exercise's step list, and <CTL> checked an identical copy before partner practice began. <AGT> carefully guided <PNT> through the first practice sequence.","<PRE> checked one copy of the exercise's step list, and <CTL> checked an identical copy before partner practice began. <PNT> was carefully guided by <AGT> through the first practice sequence."
flv_153,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the pronunciation drill's example sentences before paired practice immediately began. <AGT> patiently coached <PNT> during a pronunciation drill.,<PRE> and <CTL> reviewed the pronunciation drill's example sentences before paired practice immediately began. <PNT> was patiently coached by <AGT> during a pronunciation drill.
flv_154,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> considered the workshop's discussion prompt as several small groups formed around the room. <AGT> invited <PNT> into the small-group discussion.,<PRE> and <CTL> considered the workshop's discussion prompt as several small groups formed around the room. <PNT> was invited by <AGT> into the small-group discussion.
flv_155,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the sample interview scenario before interviewer and respondent roles were assigned for paired practice. <AGT> briefly questioned <PNT> during the sample interview.,<PRE> and <CTL> reviewed the sample interview scenario before interviewer and respondent roles were assigned for paired practice. <PNT> was briefly questioned by <AGT> during the sample interview.
flv_156,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> reviewed the rehearsal checklist before a round of paired performance feedback began. <AGT> closely observed <PNT> during a short rehearsal.,<PRE> and <CTL> reviewed the rehearsal checklist before a round of paired performance feedback began. <PNT> was closely observed by <AGT> during a short rehearsal.
flv_157,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> set up the shared playback station before a paired recording exercise was announced for short practice performances. <AGT> filmed <PNT> for the playback exercise.,<PRE> and <CTL> set up the shared playback station before a paired recording exercise was announced for short practice performances. <PNT> was filmed by <AGT> for the playback exercise.
flv_158,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> reviewed the presentation time limit before the alternating practice round began. <AGT> carefully timed <PNT> during a practice presentation.,<PRE> and <CTL> reviewed the presentation time limit before the alternating practice round began. <PNT> was carefully timed by <AGT> during a practice presentation.
flv_159,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> each submitted one practice piece under the same instructions before taking seats at a table supplied with two copies of the workshop rubric. <AGT> carefully assessed <PNT> using the workshop rubric.,<PRE> and <CTL> each submitted one practice piece under the same instructions before taking seats at a table supplied with two copies of the workshop rubric. <PNT> was carefully assessed by <AGT> using the workshop rubric.
flv_160,learning_workshops,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> selected drawing materials before the portrait instructor announced a playful partner-caricature demonstration. <AGT> playfully caricatured <PNT> during the portrait demonstration.,<PRE> and <CTL> selected drawing materials before the portrait instructor announced a playful partner-caricature demonstration. <PNT> was playfully caricatured by <AGT> during the portrait demonstration.
flv_161,learning_workshops,common,salience_challenge,ctl_last_separate_predicates,no,not_normed,shared_preparation,"<PRE> checked one copy of the emergency scenario, and <CTL> reviewed another copy before the simulation briefing began. <AGT> quietly briefed <PNT> before the emergency simulation.","<PRE> checked one copy of the emergency scenario, and <CTL> reviewed another copy before the simulation briefing began. <PNT> was quietly briefed by <AGT> before the emergency simulation."
flv_162,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> watched the same basic paper-folding demonstration before taking neighboring seats at a table supplied with identical sheets of practice paper. <AGT> clearly instructed <PNT> in the basic folding method.,<PRE> and <CTL> watched the same basic paper-folding demonstration before taking neighboring seats at a table supplied with identical sheets of practice paper. <PNT> was clearly instructed by <AGT> in the basic folding method.
flv_163,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> read the new safety procedure before demonstration and practice roles were assigned for the exercise. <AGT> methodically trained <PNT> in the new safety procedure.,<PRE> and <CTL> read the new safety procedure before demonstration and practice roles were assigned for the exercise. <PNT> was methodically trained by <AGT> in the new safety procedure.
flv_164,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> unpacked identical assembly kits before the workshop moved into its first paired construction exercise. <AGT> readily helped <PNT> with the assembly exercise.,<PRE> and <CTL> unpacked identical assembly kits before the workshop moved into its first paired construction exercise. <PNT> was readily helped by <AGT> with the assembly exercise.
flv_165,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> reviewed the dialogue card before paired rehearsals began with its difficult opening phrase. <AGT> gently prompted <PNT> with the opening phrase.,<PRE> and <CTL> reviewed the dialogue card before paired rehearsals began with its difficult opening phrase. <PNT> was gently prompted by <AGT> with the opening phrase.
flv_166,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> studied the assembly checklist before the exercise reached its final review stage. <AGT> reminded <PNT> about the final review step.,<PRE> and <CTL> studied the assembly checklist before the exercise reached its final review stage. <PNT> was reminded by <AGT> about the final review step.
flv_167,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> practiced the unfamiliar hand sequence before the instructor announced a second paired repetition round. <AGT> politely asked <PNT> to repeat the hand sequence.,<PRE> and <CTL> practiced the unfamiliar hand sequence before the instructor announced a second paired repetition round. <PNT> was politely asked by <AGT> to repeat the hand sequence.
flv_168,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> completed the scheduled peer demonstration as the workshop moved into its feedback break. <AGT> sincerely thanked <PNT> after the peer demonstration.,<PRE> and <CTL> completed the scheduled peer demonstration as the workshop moved into its feedback break. <PNT> was sincerely thanked by <AGT> after the peer demonstration.
flv_169,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> completed their scheduled practice-reading exchange as the program reached its feedback pause. <AGT> briefly applauded <PNT> after the practice reading.,<PRE> and <CTL> completed their scheduled practice-reading exchange as the program reached its feedback pause. <PNT> was briefly applauded by <AGT> after the practice reading.
flv_170,learning_workshops,uncommon,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_preparation,"<CTL> inspected one clinic harness, and <PRE> checked another clinic harness before the climbing safety sequence began. <AGT> securely belayed <PNT> during the climbing clinic.","<CTL> inspected one clinic harness, and <PRE> checked another clinic harness before the climbing safety sequence began. <PNT> was securely belayed by <AGT> during the climbing clinic."
flv_171,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> approached the workshop check-in table together as registration opened for the morning session. <AGT> cheerfully greeted <PNT> at the check-in table.,<PRE> and <CTL> approached the workshop check-in table together as registration opened for the morning session. <PNT> was cheerfully greeted by <AGT> at the check-in table.
flv_172,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> opened the same spreadsheet exercise before the workshop shifted into paired troubleshooting. <AGT> personally tutored <PNT> during the spreadsheet exercise.,<PRE> and <CTL> opened the same spreadsheet exercise before the workshop shifted into paired troubleshooting. <PNT> was personally tutored by <AGT> during the spreadsheet exercise.
flv_173,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> completed the same safety orientation before sharing a practice station with one tool kit and two identical task sheets. <AGT> calmly supervised <PNT> during the tool-handling exercise.,<PRE> and <CTL> completed the same safety orientation before sharing a practice station with one tool kit and two identical task sheets. <PNT> was calmly supervised by <AGT> during the tool-handling exercise.
flv_174,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> unpacked matching wiring kits before the instructor announced the workshop's paired circuit-building exercise. <AGT> assisted <PNT> with the wiring exercise.,<PRE> and <CTL> unpacked matching wiring kits before the instructor announced the workshop's paired circuit-building exercise. <PNT> was assisted by <AGT> with the wiring exercise.
flv_175,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the repair task card before the workshop moved into paired demonstrations and feedback. <AGT> closely observed <PNT> during the repair demonstration.,<PRE> and <CTL> reviewed the repair task card before the workshop moved into paired demonstrations and feedback. <PNT> was closely observed by <AGT> during the repair demonstration.
flv_176,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> studied the same unfamiliar route map before the paired navigation exercise began. <AGT> closely followed <PNT> through the navigation exercise.,<PRE> and <CTL> studied the same unfamiliar route map before the paired navigation exercise began. <PNT> was closely followed by <AGT> through the navigation exercise.
flv_177,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> watched the instructor present a new gesture set before paired gesture practice began. <AGT> accurately imitated <PNT> during the gesture drill.,<PRE> and <CTL> watched the instructor present a new gesture set before paired gesture practice began. <PNT> was accurately imitated by <AGT> during the gesture drill.
flv_178,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the movement warmup sequence before the opening face-to-face partner exercise began. <AGT> precisely mirrored <PNT> during the movement warmup.,<PRE> and <CTL> reviewed the movement warmup sequence before the opening face-to-face partner exercise began. <PNT> was precisely mirrored by <AGT> during the movement warmup.
flv_179,learning_workshops,common,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_preparation,"<CTL> adjusted one neutral backdrop, and <PRE> aligned another neutral backdrop before the lighting demonstration began. <AGT> photographed <PNT> during the lighting demonstration.","<CTL> adjusted one neutral backdrop, and <PRE> aligned another neutral backdrop before the lighting demonstration began. <PNT> was photographed by <AGT> during the lighting demonstration."
flv_180,learning_workshops,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> each facilitated a short scene exercise in the peer-led workshop before learning that its closing performance still needed readers. <AGT> formally auditioned <PNT> for the workshop's closing staged reading.,<PRE> and <CTL> each facilitated a short scene exercise in the peer-led workshop before learning that its closing performance still needed readers. <PNT> was formally auditioned by <AGT> for the workshop's closing staged reading.
flv_181,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the pattern-drafting worksheet before the lesson's paired measuring task was announced. <AGT> carefully measured <PNT> during the pattern-drafting lesson.,<PRE> and <CTL> reviewed the pattern-drafting worksheet before the lesson's paired measuring task was announced. <PNT> was carefully measured by <AGT> during the pattern-drafting lesson.
flv_182,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the first-aid assessment card before alternating responder and patient roles were announced for the paired exercise. <AGT> gently examined <PNT> during first-aid assessment practice.,<PRE> and <CTL> reviewed the first-aid assessment card before alternating responder and patient roles were announced for the paired exercise. <PNT> was gently examined by <AGT> during first-aid assessment practice.
flv_183,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> opened identical bandaging kits before the instructor assigned partners for the first-aid demonstration. <AGT> carefully bandaged <PNT> during the first-aid demonstration.,<PRE> and <CTL> opened identical bandaging kits before the instructor assigned partners for the first-aid demonstration. <PNT> was carefully bandaged by <AGT> during the first-aid demonstration.
flv_184,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the balance exercise before the paired practice rotation opened on the balance mats. <AGT> steadily supported <PNT> during the balance exercise.,<PRE> and <CTL> reviewed the balance exercise before the paired practice rotation opened on the balance mats. <PNT> was steadily supported by <AGT> during the balance exercise.
flv_185,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> checked the tumbling drill schedule before the safety rotation opened on the practice mats. <AGT> carefully spotted <PNT> during the tumbling drill.,<PRE> and <CTL> checked the tumbling drill schedule before the safety rotation opened on the practice mats. <PNT> was carefully spotted by <AGT> during the tumbling drill.
flv_186,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> studied the rehearsal score before the director announced a paired entrance requiring a shared cue. <AGT> subtly cued <PNT> at the start of rehearsal.,<PRE> and <CTL> studied the rehearsal score before the director announced a paired entrance requiring a shared cue. <PNT> was subtly cued by <AGT> at the start of rehearsal.
flv_187,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> learned that the speed drill's visual cue would appear silently and require partner confirmation before either person started. <AGT> clearly prompted <PNT> to begin the timed exercise.,<PRE> and <CTL> learned that the speed drill's visual cue would appear silently and require partner confirmation before either person started. <PNT> was clearly prompted by <AGT> to begin the timed exercise.
flv_188,learning_workshops,common,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_preparation,"<CTL> rehearsed one unfamiliar phrase, while <PRE> practiced another unfamiliar phrase before the paired diction drill. <AGT> tactfully corrected <PNT> during a diction drill.","<CTL> rehearsed one unfamiliar phrase, while <PRE> practiced another unfamiliar phrase before the paired diction drill. <PNT> was tactfully corrected by <AGT> during a diction drill."
flv_189,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> studied the route-planning scenario before the simulation opened several possible paths for paired testing. <AGT> calmly redirected <PNT> during the route-planning simulation.,<PRE> and <CTL> studied the route-planning scenario before the simulation opened several possible paths for paired testing. <PNT> was calmly redirected by <AGT> during the route-planning simulation.
flv_190,learning_workshops,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the mock certification rules before the workshop assigned paired proctor and test-taker roles. <AGT> closely supervised <PNT> during the mock certification test.,<PRE> and <CTL> reviewed the mock certification rules before the workshop assigned paired proctor and test-taker roles. <PNT> was closely supervised by <AGT> during the mock certification test.
flv_191,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> checked the participant-showcase program as the event approached its next presentation slot. <AGT> briefly introduced <PNT> at the participant showcase.,<PRE> and <CTL> checked the participant-showcase program as the event approached its next presentation slot. <PNT> was briefly introduced by <AGT> at the participant showcase.
flv_192,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> reviewed the soldering safety checklist before the monitored practice exercise began. <AGT> continuously monitored <PNT> during the soldering exercise.,<PRE> and <CTL> reviewed the soldering safety checklist before the monitored practice exercise began. <PNT> was continuously monitored by <AGT> during the soldering exercise.
flv_193,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,"<PRE> and <CTL> each completed a consent form for the optional clinic, then placed both forms beside the workshop's shared administrative tablet. <AGT> registered <PNT> for the optional follow-up clinic.","<PRE> and <CTL> each completed a consent form for the optional clinic, then placed both forms beside the workshop's shared administrative tablet. <PNT> was registered by <AGT> for the optional follow-up clinic."
flv_194,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the accessibility walkthrough route shortly before the scheduled paired departure. <AGT> accompanied <PNT> on the accessibility walkthrough.,<PRE> and <CTL> reviewed the accessibility walkthrough route shortly before the scheduled paired departure. <PNT> was accompanied by <AGT> on the accessibility walkthrough.
flv_195,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> read the fire-extinguisher safety card before the practice station opened with alternating instructor and learner roles. <AGT> thoroughly trained <PNT> in the fire-extinguisher procedure.,<PRE> and <CTL> read the fire-extinguisher safety card before the practice station opened with alternating instructor and learner roles. <PNT> was thoroughly trained by <AGT> in the fire-extinguisher procedure.
flv_196,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> studied the same unfamiliar map before the workshop assigned paired supervisor and navigator roles. <AGT> directly supervised <PNT> during the navigation drill.,<PRE> and <CTL> studied the same unfamiliar map before the workshop assigned paired supervisor and navigator roles. <PNT> was directly supervised by <AGT> during the navigation drill.
flv_197,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> examined the workshop's material-sample set before a paired review round opened with the accompanying questions. <AGT> informally quizzed <PNT> on the material samples.,<PRE> and <CTL> examined the workshop's material-sample set before a paired review round opened with the accompanying questions. <PNT> was informally quizzed by <AGT> on the material samples.
flv_198,learning_workshops,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> selected drawing boards before the instructor announced a rapid partner-sketching segment in the anatomy demonstration. <AGT> rapidly sketched <PNT> during the anatomy drawing demonstration.,<PRE> and <CTL> selected drawing boards before the instructor announced a rapid partner-sketching segment in the anatomy demonstration. <PNT> was rapidly sketched by <AGT> during the anatomy drawing demonstration.
